Mean,Std,RMS,Peak,Peak_to_Peak,Crest_Factor,Kurtosis,Skewness,Dominant_Frequency,Spectral_Centroid,Spectral_Energy,File,Window,Start_Sample,End_Sample,RPM,Fault,Fault_Severity,Fault_Position
0.0141363367897538,0.1144872544593079,0.115356696604331,0.5837918562874251,1.037310738522954,5.060753935159988,3.591418841451071,0.0524835045585376,3208.0078125,2961.458780427587,0.0045014878234363,B021_0.mat,0,0,12000,1796.0,Ball,0.021,
0.0279895491483699,0.1312833630309299,0.1342338864454127,0.902652015968064,1.6186660678642717,6.724472038102944,3.983395386304653,0.0075952608314878,3208.0078125,3015.650659894207,0.0053053252411436,B021_0.mat,5,30000,42000,1796.0,Ball,0.021,
0.027683792089155,0.117589751706974,0.120804561383018,0.5592641516966068,1.0948127744510978,4.629495321152872,3.722052795770917,0.041590784523501,3208.0078125,2983.92480042896,0.0047966442135689,B021_0.mat,11,66000,78000,1796.0,Ball,0.021,
-0.0015659964770459,0.1157582586849301,0.1157688507273581,0.5837918562874251,1.0956249500998003,5.042736907376633,3.727743970866389,0.0324327209989803,3208.0078125,2965.7772131218007,0.0044499976154439,B021_0.mat,1,6000,18000,1796.0,Ball,0.021,
0.0313059465834996,0.1577248010605846,0.1608016640495052,1.5886155688622754,2.953720399201597,9.879347818025044,10.719998124650912,0.0536376450944892,3208.0078125,3063.0674392218607,0.008901190504098,B021_0.mat,8,48000,60000,1796.0,Ball,0.021,
0.0211151184863606,0.118172869571048,0.1200444723065122,0.5301882634730539,1.0405594411177643,4.416598726173016,3.5942213913635603,-0.0578385370407009,3208.0078125,2977.193382895512,0.0046155165802613,B021_0.mat,16,96000,108000,1796.0,Ball,0.021,
0.0113912101696606,0.1189905125869699,0.119534521184632,0.5987358882235528,1.1071578443113772,5.008895190191546,3.722727028933052,-0.0193093131642862,3208.0078125,2966.614214723347,0.0048560534414076,B021_0.mat,3,18000,30000,1796.0,Ball,0.021,
0.0245389126147704,0.1727212574627991,0.1744556992816396,1.6178538922155687,3.1702464271457087,9.273723351414969,11.637199780842955,-0.0362724605468018,3208.0078125,3086.298455102188,0.0122216944568548,B021_0.mat,13,78000,90000,1796.0,Ball,0.021,
0.0223053348270126,0.140752914501531,0.1425093361938804,0.8748756087824352,1.5629508183632734,6.139075741621508,4.764939000688558,-0.0253611350667047,3208.0078125,3025.598127059874,0.0066925440467161,B021_0.mat,15,90000,102000,1796.0,Ball,0.021,
0.0199084555888223,0.117386663825042,0.1190629054235849,0.5331120958083833,1.0631379241516967,4.477566660344406,3.553401813730851,-0.0260771876749328,3208.0078125,2984.4005285786966,0.0047213990311376,B021_0.mat,17,102000,114000,1796.0,Ball,0.021,
-0.0018108674351297,0.1174523902712812,0.1174663493146227,0.5987358882235528,1.1060207984031936,5.097084328550077,3.7605888106727714,-0.0029514117060322,3208.0078125,2996.6494928635825,0.0048327397824638,B021_0.mat,2,12000,24000,1796.0,Ball,0.021,
0.0301066880206254,0.1407923309143825,0.1439753211764998,1.6595997205588824,3.181292015968064,11.526973560450498,11.284382135129492,0.0242225228025033,3208.0078125,3045.490237190229,0.007543022446822,B021_0.mat,9,54000,66000,1796.0,Ball,0.021,
0.0187988747538256,0.1155344550957502,0.1170538679680511,0.5397719361277445,1.069797764471058,4.611312257319603,3.690824284282502,0.0024951714523381,3208.0078125,2981.759951500903,0.0046528121311855,B021_0.mat,18,108000,120000,1796.0,Ball,0.021,
0.0213121658349966,0.1233479929750484,0.1251756197649966,0.5625128542914172,1.0741835129740518,4.493789248637018,3.572860639715603,0.0051247330660433,3208.0078125,2997.149116719213,0.0053688794434639,B021_0.mat,4,24000,36000,1796.0,Ball,0.021,
0.0261652402062541,0.1712498397415543,0.1732371998346747,1.6178538922155687,3.1702464271457087,9.338951990447391,11.9943634657264,-0.0387624679088101,3208.0078125,3081.144642424435,0.0106332470800744,B021_0.mat,12,72000,84000,1796.0,Ball,0.021,
0.0319055894011976,0.1551928914852403,0.1584386322920877,1.5886155688622754,2.953720399201597,10.026693274741232,11.158595752362173,0.037142891060486,3430.6640625,3082.75751543299,0.0100600330103977,B021_0.mat,7,42000,54000,1796.0,Ball,0.021,
0.0289024345775116,0.1407414690486138,0.1436785016433191,1.6595997205588824,3.181292015968064,11.55078666312116,11.154044444443958,0.0331803325023956,3208.0078125,3001.870587529216,0.0052988011948412,B021_0.mat,10,60000,72000,1796.0,Ball,0.021,
0.0233336168795741,0.1416467584214072,0.1435557795700864,0.8748756087824352,1.5629508183632734,6.094325226072181,4.667193740126374,-0.0161498247085053,3208.0078125,3040.854063745791,0.0075720796147457,B021_0.mat,14,84000,96000,1796.0,Ball,0.021,
0.0312185158749168,0.1254086520743259,0.1292359305631826,0.902652015968064,1.6186660678642717,6.9845283121690604,4.156812693366709,-0.0245048877594452,3208.0078125,3026.458494086384,0.0057135125062985,B021_0.mat,6,36000,48000,1796.0,Ball,0.021,
0.0197690321024617,0.5175342150975392,0.5179116511789381,3.430223852295409,6.174971457085828,6.623183402974399,7.180201032654323,0.329875747774542,2885.7421875,2825.54868414901,0.0928825409597323,IR021_0.mat,0,0,12000,1797.0,Inner_Race,0.021,
0.016719989354624,0.5306229055471745,0.5308862645947288,3.7465662674650697,7.118313473053892,7.057191939831306,8.164641136401903,0.2948990720632231,2882.8125,2832.601518238685,0.0958918829270704,IR021_0.mat,5,30000,42000,1797.0,Inner_Race,0.021,
0.0126062520126413,0.5170527583669078,0.5172064119136907,3.429005588822355,6.0332468063872255,6.629859007615268,6.74940507916093,0.3055448501557029,2882.8125,2828.688426521069,0.090913025753343,IR021_0.mat,11,66000,78000,1797.0,Inner_Race,0.021,
0.0194186459913506,0.510852391789786,0.5112213317238263,3.521999700598802,6.446644211576846,6.889383290643804,7.4256037135497825,0.3449306697337664,2885.7421875,2824.888850470655,0.08814812030427,IR021_0.mat,1,6000,18000,1797.0,Inner_Race,0.021,
0.0134939938373253,0.5412403926364404,0.541408579993825,3.497228343313373,6.496999101796407,6.45949929968465,7.898931898478559,0.2786593682304606,2882.8125,2839.2518111492936,0.0999309649330285,IR021_0.mat,8,48000,60000,1797.0,Inner_Race,0.021,
0.0106635955422488,0.528026376414324,0.5281340421324213,3.3079914171656686,6.1035,6.263545148139195,7.030257173670505,0.2819007669996948,2882.8125,2835.9936902509708,0.095876977125309,IR021_0.mat,16,96000,108000,1797.0,Inner_Race,0.021,
0.0180466782767797,0.5122492042533948,0.5125670003570868,3.365249800399202,6.097002594810379,6.565482752605522,7.242972675821882,0.3191973563110209,2885.7421875,2827.445832165414,0.0905288271395521,IR021_0.mat,3,18000,30000,1797.0,Inner_Race,0.021,
0.0121164424151696,0.5401844017550802,0.5403202717613823,3.7879872255489024,6.778011876247505,7.0106331809474725,7.7198118514603955,0.3278512639205229,2882.8125,2836.964557724773,0.1004486608650175,IR021_0.mat,13,78000,90000,1797.0,Inner_Race,0.021,
0.0111890393463073,0.5314767676460521,0.531594534536416,3.556923253493014,6.336594411177645,6.691045566514101,7.062675337068979,0.2922672542903696,2882.8125,2831.4599193719127,0.0969548231249605,IR021_0.mat,15,90000,102000,1797.0,Inner_Race,0.021,
0.0101076274700598,0.5192263102107985,0.5193246820132795,3.3079914171656686,6.1035,6.369794334329522,7.058192677128089,0.2856014480576651,2882.8125,2837.2147157917,0.091919737431172,IR021_0.mat,17,102000,114000,1797.0,Inner_Race,0.021,
0.0187975008233532,0.5048524007743835,0.5052022294139871,3.521999700598802,6.446644211576846,6.971465079804123,7.364212784170084,0.3423920038381274,2944.3359375,2826.522550133505,0.0872648506105457,IR021_0.mat,2,12000,24000,1797.0,Inner_Race,0.021,
0.0131962637807717,0.5289314168438748,0.5290960074525611,3.386366367265469,6.061266866267465,6.400287130439349,7.684418572729089,0.2890965296687389,2882.8125,2844.610132268984,0.0978091666752417,IR021_0.mat,9,54000,66000,1797.0,Inner_Race,0.021,
0.0096729104540918,0.5142559368789634,0.5143469002647079,3.3689045908183632,6.071825149700599,6.54986855969106,6.667281573689074,0.2770729107072063,2885.7421875,2836.882616622649,0.0897778159820298,IR021_0.mat,18,108000,120000,1797.0,Inner_Race,0.021,
0.0173531479540918,0.5187852402882597,0.5190753868994984,3.4785483033932136,6.295579540918164,6.701431798126691,7.565456374489035,0.3030242053307194,2882.8125,2830.024656014685,0.0935478199718054,IR021_0.mat,4,24000,36000,1797.0,Inner_Race,0.021,
0.0124373194777112,0.5290786684055191,0.5292248333908264,3.7879872255489024,6.778011876247505,7.157614281398466,7.363452449983598,0.3160431970902367,2882.8125,2834.7764769879536,0.0946981279513279,IR021_0.mat,12,72000,84000,1797.0,Inner_Race,0.021,
0.0142840715402528,0.5452523675845112,0.545439436652945,3.701490518962076,7.028568063872255,6.786253927064828,8.299308878555735,0.2838286085834657,2882.8125,2836.4814058415554,0.1017291611687174,IR021_0.mat,7,42000,54000,1797.0,Inner_Race,0.021,
0.0127824264471057,0.5165447071705027,0.516702840065483,3.429005588822355,6.097408682634731,6.636320381726156,7.030296984534248,0.3051981135582015,2882.8125,2837.766953679974,0.0900203059043986,IR021_0.mat,10,60000,72000,1797.0,Inner_Race,0.021,
0.0116928251330671,0.5380340687515213,0.5381611109109512,3.556923253493014,6.336594411177645,6.609402242893714,7.511261578868263,0.3179789558942653,2882.8125,2833.6582292549137,0.1038244868384626,IR021_0.mat,14,84000,96000,1797.0,Inner_Race,0.021,
0.0157367153692614,0.5426530834002387,0.5428812145712905,3.7465662674650697,7.118313473053892,6.901263419887732,8.57311825958488,0.2879496004670361,2882.8125,2831.270559775387,0.1004726063072734,IR021_0.mat,6,36000,48000,1797.0,Inner_Race,0.021,
0.0116400604615384,0.064674664424599,0.0657137978356354,0.2751636923076923,0.5163230769230769,4.187304666151492,3.01769021709618,-0.0877512147262315,2100.5859375,911.518932042858,0.001415431201976,Normal_3.mat,30,180000,192000,1725.0,Normal,,
0.012380419076923,0.0650163932246268,0.0661846369217173,0.2422024615384615,0.4516523076923077,3.6594967171148296,2.9239547053321298,-0.0859463655231829,2100.5859375,955.6851728724984,0.0013834530383391,Normal_3.mat,0,0,12000,1725.0,Normal,,
0.0078841838461538,0.0651183210230708,0.0655938723341111,0.2616036923076922,0.5029716923076922,3.988233702306505,2.9834333061343914,-0.0904802731496542,2100.5859375,930.3687631440396,0.0014303344713071,Normal_3.mat,22,132000,144000,1725.0,Normal,,
0.0117465064615384,0.0642091102355046,0.065274729040312,0.2751636923076923,0.4902461538461538,4.215470463887459,2.904538504638029,-0.1001702306354173,2100.5859375,915.871354338004,0.0014308729419109,Normal_3.mat,31,186000,198000,1725.0,Normal,,
0.0095224578461538,0.0641715298627374,0.0648742047994114,0.2330233846153846,0.4585366153846154,3.5919266422746,2.903094299819461,-0.1305021563434781,2100.5859375,941.2153159182624,0.0013882727721411,Normal_3.mat,18,108000,120000,1725.0,Normal,,
0.0131160664615384,0.0637531607451939,0.0650883761083808,0.2555538461538461,0.4841963076923076,3.926259363550798,2.92952408052213,-0.1888308885097906,2100.5859375,950.2400285674006,0.0013780427297784,Normal_3.mat,28,168000,180000,1725.0,Normal,,
0.013831791076923,0.0650265994324503,0.0664814040025028,0.2392818461538461,0.4593710769230769,3.5992297356541667,2.897313130601705,-0.0941214035217941,2100.5859375,933.2906421090825,0.0014415021910401,Normal_3.mat,10,60000,72000,1725.0,Normal,,
0.0161830776923076,0.0652978254295919,0.0672733082985275,0.2346923076923076,0.4489403076923076,3.4886393077452467,2.955259980345385,-0.1191820761409533,2100.5859375,896.559545520844,0.0014632050608321,Normal_3.mat,70,420000,432000,1725.0,Normal,,
0.0149621909230769,0.0646713979814692,0.0663796420154266,0.2822566153846154,0.5482412307692308,4.252156336110084,3.009307604541402,-0.1186575882482855,2100.5859375,942.187112965504,0.0013946951860204,Normal_3.mat,4,24000,36000,1725.0,Normal,,
0.0143198815384615,0.0641188275206409,0.065698425018392,0.243036923076923,0.4533212307692307,3.699280812422609,2.931176346552485,-0.1269626001422596,2100.5859375,932.8088974692066,0.0013683643895488,Normal_3.mat,12,72000,84000,1725.0,Normal,,
0.0098589892307692,0.0640144643866098,0.064769215830956,0.2384473846153846,0.4535298461538462,3.681492535554523,2.967234869764142,-0.0668295547546356,2100.5859375,952.579001058142,0.0013578212262292,Normal_3.mat,49,294000,306000,1725.0,Normal,,
0.0126453258461538,0.0640700073333755,0.0653059729692024,0.2284338461538461,0.4326683076923077,3.497901275608786,2.8747263671561885,-0.1264630531677362,2100.5859375,935.0352613702522,0.00138849775217,Normal_3.mat,33,198000,210000,1725.0,Normal,,
0.012810358,0.0651166542726736,0.0663647793317741,0.2340664615384615,0.4677156923076923,3.526968128204039,3.0143683794624194,-0.1612853706741545,2100.5859375,932.8965316215508,0.001429794785176,Normal_3.mat,67,402000,414000,1725.0,Normal,,
0.0147711339999999,0.0638475987237053,0.0655339779231297,0.2328147692307692,0.4620830769230769,3.552581067242052,2.982418444714719,-0.1917322210852827,2100.5859375,926.1936485049736,0.0014356485299572,Normal_3.mat,35,210000,222000,1725.0,Normal,,
0.0137947444615384,0.0649244215988952,0.0663737560690236,0.3056215384615384,0.5640959999999999,4.604553916516576,3.0345889940388697,-0.1542567127728664,2100.5859375,917.4431892250504,0.0014545091763007,Normal_3.mat,68,408000,420000,1725.0,Normal,,
0.0124337376923076,0.0651722870257191,0.0663477567756727,0.2317716923076923,0.4570763076923076,3.493286036652776,2.868432725320817,-0.1326507812158084,2100.5859375,921.7780205008607,0.0014520984547357,Normal_3.mat,45,270000,282000,1725.0,Normal,,
0.012206712,0.0640928972359055,0.0652449484170482,0.2292683076923077,0.4585366153846154,3.51396258644908,2.91865356800103,-0.1184603891176581,2100.5859375,952.4883454249912,0.0013516269433928,Normal_3.mat,73,438000,450000,1725.0,Normal,,
0.0105194481538461,0.0652718715735744,0.066114113532427,0.2801704615384615,0.52884,4.237680074180321,2.988809872069374,-0.1437230609074414,2100.5859375,915.991272399642,0.0014422447401875,Normal_3.mat,61,366000,378000,1725.0,Normal,,
0.0123109327692307,0.0653941268946559,0.0665428500889681,0.2202978461538461,0.431208,3.3106163300686218,2.920327281601242,-0.1514262749394002,2100.5859375,908.1128620739238,0.0014511571883969,Normal_3.mat,55,330000,342000,1725.0,Normal,,
0.0115977636923076,0.0645448206084871,0.0655785177481498,0.2286424615384615,0.4472713846153845,3.48654512772839,2.950421408879047,-0.1573410127994189,2100.5859375,924.3309594443434,0.0014443995493715,Normal_3.mat,40,240000,252000,1725.0,Normal,,
0.01305376,0.0646454405912526,0.0659502360827826,0.2392818461538461,0.4593710769230769,3.6282181894465486,2.9482665470772376,-0.1002915628724938,2100.5859375,909.4280426734804,0.0014642856025126,Normal_3.mat,9,54000,66000,1725.0,Normal,,
0.0118040843076923,0.0644281455560151,0.0655005522582075,0.2837169230769231,0.5165316923076924,4.331519556636592,3.01797722842591,-0.0831640368154521,2100.5859375,920.4236851784812,0.0014514261610859,Normal_3.mat,64,384000,396000,1725.0,Normal,,
0.0163108546153846,0.065398897300642,0.0674022236014817,0.2822566153846154,0.5229987692307693,4.187645455934341,3.022959798093863,-0.1345437328701756,2100.5859375,905.224718852838,0.0014781493073123,Normal_3.mat,5,30000,42000,1725.0,Normal,,
0.0111393661538461,0.0641900170324713,0.0651493957373237,0.2417852307692307,0.4504006153846154,3.71124287543796,2.959474636610816,-0.1127157123312125,2100.5859375,925.9537989588454,0.0013707977894005,Normal_3.mat,47,282000,294000,1725.0,Normal,,
0.0141867501538461,0.0637622760055758,0.0653214491674739,0.2292683076923077,0.4549901538461538,3.509847234168054,2.9125658987446403,-0.1434739827527388,2100.5859375,931.7767130071528,0.0014087019313391,Normal_3.mat,34,204000,216000,1725.0,Normal,,
0.004186934672322,0.598747561054081,0.5987622001180107,6.411720658682635,12.67278273453094,10.708292302718746,21.45193592627781,0.1594802116607041,3439.453125,3003.5730354128555,0.1172818179753319,OR021_6_0.mat,14,84000,96000,1796.0,Outer_Race,0.021,6.0
0.0044583367015968,0.5947273233949586,0.594744033983256,5.510611776447106,10.828331836327344,9.265518376939696,20.72700739517225,0.012581449616508,3439.453125,3013.2492506452463,0.1261659448553306,OR021_6_0.mat,17,102000,114000,1796.0,Outer_Race,0.021,6.0
0.0076867010645375,0.7684508266325479,0.7684892701433779,3.225149500998004,6.202179341317365,4.196739793642512,4.235848943375422,0.0661115946481028,2633.7890625,2710.5250758599404,0.202166684394929,OR007_3_0.mat,4,24000,36000,1797.0,Outer_Race,0.007,3.0
0.0070003111194278,0.791892034773122,0.7919229754798659,3.34900628742515,6.230605489021956,4.228954571492031,4.232290740157903,0.0673308508765793,2633.7890625,2715.46677726432,0.2117609470841271,OR007_3_0.mat,13,78000,90000,1797.0,Outer_Race,0.007,3.0
0.0035894779607451,0.5486760650846996,0.5486878062695217,5.133356187624751,10.073414570858285,9.35569576901293,19.98293816131064,0.0483961284428169,2794.921875,2898.226417376813,0.1056256431697186,OR021_6_0.mat,11,66000,78000,1796.0,Outer_Race,0.021,6.0
0.0049327826430472,0.592066278289601,0.592086826599193,5.65274251497006,10.732089021956089,9.54715129778867,19.768554505642868,0.2036203735304292,3439.453125,2937.6300331953707,0.1145964560975119,OR021_6_0.mat,7,42000,54000,1796.0,Outer_Race,0.021,6.0
0.0073594958000665,0.7805203252160902,0.7805550206448373,3.2779409181636727,6.24116377245509,4.199500139600254,4.33336061417355,0.0665097782700648,2633.7890625,2710.669806590095,0.2076553474837885,OR007_3_0.mat,6,36000,48000,1797.0,Outer_Race,0.007,3.0
0.0046126839155023,0.6120722053723118,0.6120895861246372,5.65274251497006,11.132085528942117,9.235155511727683,21.47302269062754,0.2497455090448027,2794.921875,2931.0530102624334,0.1244744190815922,OR021_6_0.mat,8,48000,60000,1796.0,Outer_Race,0.021,6.0
0.0054027954590818,0.5696759458857198,0.5697015653125435,5.246248602794411,9.949151696606789,9.208766347545968,18.26026484721244,0.0279453110545177,2794.921875,2936.267154754643,0.110995920687107,OR021_6_0.mat,5,30000,42000,1796.0,Outer_Race,0.021,6.0
0.0070224090652029,0.787053747631698,0.7870850753826931,3.1488049900199604,6.098626946107785,4.000590391691727,4.261047387102682,0.0677658665536821,2803.7109375,2718.0589012302844,0.2106867687225734,OR007_3_0.mat,15,90000,102000,1797.0,Outer_Race,0.007,3.0
0.00734271083666,0.7641081890501433,0.7641434681890047,3.0306334331337323,5.971115369261477,3.966052919769419,4.207122204966304,0.0660330955909735,2633.7890625,2719.7589754094024,0.1960672411382338,OR007_3_0.mat,17,102000,114000,1797.0,Outer_Race,0.007,3.0
0.006724272920825,0.7622014724877689,0.7622311332586966,3.233677345309381,6.187560179640718,4.242384237816078,4.208605422100035,0.0638578101980016,2633.7890625,2713.137526084777,0.1979960713347222,OR007_3_0.mat,8,48000,60000,1797.0,Outer_Race,0.007,3.0
0.0069529003659347,0.7718871938437103,0.771918507903144,3.100074451097804,6.040556387225548,4.016064415295486,4.257589452484552,0.066325069277705,2633.7890625,2716.556920125513,0.201310553781164,OR007_3_0.mat,16,96000,108000,1797.0,Outer_Race,0.007,3.0
0.0070311399534264,0.7807805860295094,0.7808122440443853,3.186571157684631,6.173753193612775,4.08109783368547,4.16513368344134,0.0646936122217049,2633.7890625,2717.838774210267,0.2033552536559959,OR007_3_0.mat,12,72000,84000,1797.0,Outer_Race,0.007,3.0
0.0058184601879574,0.5968469667518752,0.5968753271830498,6.063297305389221,11.490661077844312,10.158398294003746,21.38016256188016,0.0674794832311458,2794.921875,3029.194117057228,0.1302078007358085,OR021_6_0.mat,0,0,12000,1796.0,Outer_Race,0.021,6.0
0.0066716168662674,0.7513437872806872,0.7513734072729062,2.924644510978044,5.692945209580838,3.892398217276519,4.129350798099338,0.0634245905604092,2633.7890625,2714.270124207559,0.1917420817108409,OR007_3_0.mat,9,54000,66000,1797.0,Outer_Race,0.007,3.0
0.0041998279607451,0.5548906866281667,0.5549065801209948,5.610103293413173,10.045394510978044,10.109995978403996,16.8703378057853,0.0451058130874667,2794.921875,2954.608280519641,0.1091303513882445,OR021_6_0.mat,13,78000,90000,1796.0,Outer_Race,0.021,6.0
0.0068323261227544,0.764633061298961,0.7646635855797426,3.103729241516966,6.194869760479042,4.058947359398345,4.28985070270966,0.0657231284103767,2633.7890625,2714.6966781432075,0.2024140062290383,OR007_3_0.mat,0,0,12000,1797.0,Outer_Race,0.007,3.0
0.0052417139554224,0.5769123498091352,0.5769361619169737,5.370917564870259,9.967425648702594,9.309379302944755,19.07544179413993,0.0341834244041693,2794.921875,2960.6027597666475,0.1062488373224863,OR021_6_0.mat,6,36000,48000,1796.0,Outer_Race,0.021,6.0
0.007483724833666,0.7763496030314487,0.7763856723719688,3.225149500998004,6.202179341317365,4.154055923191773,4.30002750197893,0.066830784774264,2633.7890625,2712.15772156819,0.2059204400566812,OR007_3_0.mat,5,30000,42000,1797.0,Outer_Race,0.007,3.0
0.0069147957917498,0.7687986784748424,0.7688297746741509,3.006674251497006,5.97192754491018,3.910715155082683,4.1542102574691695,0.0644386119538113,2633.7890625,2717.292585922184,0.2006174814476716,OR007_3_0.mat,11,66000,78000,1797.0,Outer_Race,0.007,3.0
0.0074980394294743,0.7497111283477603,0.7497486222486561,3.066775249500998,6.04705379241517,4.090404648298098,4.245273746350636,0.0643009619051429,2633.7890625,2713.7393594795326,0.1940837134774756,OR007_3_0.mat,1,6000,18000,1797.0,Outer_Race,0.007,3.0
0.0044598595309381,0.5634740058155904,0.5634916552859534,5.510611776447106,10.828331836327344,9.779402631349798,21.17261019510993,-0.0482313521977647,3439.453125,3009.3679408992857,0.1136550444450596,OR021_6_0.mat,18,108000,120000,1796.0,Outer_Race,0.021,6.0
